<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>
6/5/2024,13:00:00,3822.65000000,3827.47000000,3819.08000000,3822.60000000,29218863
6/5/2024,13:15:00,3822.59000000,3824.85000000,3815.02000000,3815.65000000,17518556
6/5/2024,13:30:00,3815.64000000,3820.44000000,3812.99000000,3816.84000000,16605179
6/5/2024,13:45:00,3816.84000000,3816.84000000,3798.09000000,3806.70000000,28036059
6/5/2024,14:00:00,3806.70000000,3807.27000000,3793.61000000,3801.92000000,27276236
6/5/2024,14:15:00,3801.99000000,3803.00000000,3787.00000000,3789.50000000,41700624
6/5/2024,14:30:00,3789.51000000,3801.25000000,3783.21000000,3798.77000000,30231379
6/5/2024,14:45:00,3798.83000000,3805.55000000,3796.13000000,3802.80000000,17479738
6/5/2024,15:00:00,3802.80000000,3805.54000000,3795.71000000,3797.40000000,11436681
6/5/2024,15:15:00,3797.43000000,3803.50000000,3793.98000000,3803.26000000,10424236
6/5/2024,15:30:00,3803.27000000,3819.96000000,3803.26000000,3818.72000000,37170471
6/5/2024,15:45:00,3818.72000000,3823.78000000,3814.00000000,3816.76000000,27454356
6/5/2024,16:00:00,3816.76000000,3819.99000000,3811.14000000,3816.63000000,17029943
6/5/2024,16:15:00,3816.62000000,3824.00000000,3810.60000000,3819.39000000,20396704
6/5/2024,16:30:00,3819.38000000,3824.32000000,3815.00000000,3815.28000000,13069902
6/5/2024,16:45:00,3815.27000000,3816.88000000,3805.22000000,3808.35000000,12102920
6/5/2024,17:00:00,3808.36000000,3811.23000000,3798.21000000,3804.07000000,23073580
6/5/2024,17:15:00,3804.06000000,3823.31000000,3802.00000000,3822.58000000,28522982
6/5/2024,17:30:00,3822.57000000,3823.88000000,3814.63000000,3821.27000000,11448715
6/5/2024,17:45:00,3821.27000000,3833.31000000,3821.26000000,3827.56000000,33799477
6/5/2024,18:00:00,3827.56000000,3853.28000000,3826.92000000,3844.66000000,77412172
6/5/2024,18:15:00,3844.66000000,3875.00000000,3843.82000000,3858.35000000,112469487
6/5/2024,18:30:00,3858.35000000,3871.42000000,3856.83000000,3859.64000000,38012683
6/5/2024,18:45:00,3859.64000000,3870.10000000,3857.50000000,3863.50000000,26656820
6/5/2024,19:00:00,3863.49000000,3863.96000000,3840.53000000,3848.24000000,47652570
6/5/2024,19:15:00,3848.25000000,3855.22000000,3835.55000000,3842.52000000,23579526
6/5/2024,19:30:00,3842.52000000,3849.64000000,3839.76000000,3845.62000000,13977924
6/5/2024,19:45:00,3845.62000000,3860.97000000,3844.43000000,3860.31000000,11398502
6/5/2024,20:00:00,3860.31000000,3881.77000000,3859.99000000,3880.00000000,53222486
6/5/2024,20:15:00,3880.01000000,3892.06000000,3876.03000000,3876.61000000,49726671
6/5/2024,20:30:00,3876.61000000,3879.58000000,3865.11000000,3866.94000000,23504408
6/5/2024,20:45:00,3866.93000000,3872.25000000,3866.00000000,3867.41000000,9273033
6/5/2024,21:00:00,3867.41000000,3872.00000000,3865.41000000,3865.91000000,7882578
6/5/2024,21:15:00,3865.91000000,3867.02000000,3856.44000000,3860.73000000,16866895
6/5/2024,21:30:00,3860.73000000,3860.80000000,3852.19000000,3852.20000000,9368364
6/5/2024,21:45:00,3852.20000000,3858.91000000,3852.07000000,3858.91000000,6581574
6/5/2024,22:00:00,3858.90000000,3858.91000000,3846.71000000,3850.30000000,10117851
6/5/2024,22:15:00,3850.29000000,3854.13000000,3847.77000000,3851.24000000,7116270
6/5/2024,22:30:00,3851.25000000,3851.68000000,3844.44000000,3847.41000000,7418114
6/5/2024,22:45:00,3847.41000000,3853.90000000,3844.43000000,3851.74000000,8745809
6/5/2024,23:00:00,3851.73000000,3856.26000000,3849.15000000,3853.00000000,8809351
6/5/2024,23:15:00,3853.00000000,3862.71000000,3852.00000000,3862.61000000,14823558
6/5/2024,23:30:00,3862.60000000,3865.00000000,3850.60000000,3856.00000000,14473042
6/5/2024,23:45:00,3856.00000000,3871.56000000,3855.57000000,3867.30000000,17656028
6/6/2024,00:00:00,3867.30000000,3872.00000000,3864.05000000,3868.61000000,9164262
6/6/2024,00:15:00,3868.60000000,3870.00000000,3862.00000000,3867.60000000,10087853
6/6/2024,00:30:00,3867.59000000,3868.19000000,3861.52000000,3867.15000000,7893812
6/6/2024,00:45:00,3867.14000000,3868.63000000,3860.14000000,3863.03000000,7104561
6/6/2024,01:00:00,3863.03000000,3864.95000000,3860.54000000,3862.29000000,5971148
6/6/2024,01:15:00,3862.29000000,3864.68000000,3856.12000000,3859.74000000,6725758
6/6/2024,01:30:00,3859.74000000,3870.97000000,3858.00000000,3868.68000000,9636859
6/6/2024,01:45:00,3868.68000000,3873.61000000,3865.12000000,3868.80000000,12595381
6/6/2024,02:00:00,3868.80000000,3869.56000000,3862.61000000,3864.04000000,7104455
6/6/2024,02:15:00,3864.03000000,3870.76000000,3862.30000000,3869.43000000,9536682
6/6/2024,02:30:00,3869.44000000,3874.80000000,3866.19000000,3874.80000000,10312085
6/6/2024,02:45:00,3874.79000000,3881.99000000,3872.22000000,3872.23000000,24392460
6/6/2024,03:00:00,3872.23000000,3876.29000000,3870.69000000,3871.27000000,6159659
6/6/2024,03:15:00,3871.27000000,3873.40000000,3870.42000000,3872.39000000,4714053
6/6/2024,03:30:00,3872.38000000,3876.59000000,3871.60000000,3871.61000000,8114733
6/6/2024,03:45:00,3871.61000000,3873.81000000,3866.61000000,3870.61000000,7796580
6/6/2024,04:00:00,3870.61000000,3870.68000000,3862.99000000,3864.01000000,11200005
6/6/2024,04:15:00,3864.00000000,3865.00000000,3857.00000000,3861.01000000,10781153
6/6/2024,04:30:00,3861.00000000,3864.66000000,3858.02000000,3859.45000000,8159510
6/6/2024,04:45:00,3859.46000000,3866.74000000,3858.31000000,3865.77000000,7179960
6/6/2024,05:00:00,3865.76000000,3868.41000000,3864.11000000,3865.03000000,5255772
6/6/2024,05:15:00,3865.03000000,3867.70000000,3858.82000000,3858.85000000,6179555
6/6/2024,05:30:00,3858.86000000,3860.45000000,3851.47000000,3851.77000000,14716416
6/6/2024,05:45:00,3851.77000000,3858.00000000,3851.61000000,3854.95000000,8532592
6/6/2024,06:00:00,3854.95000000,3854.95000000,3847.15000000,3850.08000000,24483501
6/6/2024,06:15:00,3850.08000000,3856.79000000,3848.00000000,3855.04000000,16283872
6/6/2024,06:30:00,3855.04000000,3857.08000000,3850.64000000,3852.46000000,5858499
6/6/2024,06:45:00,3852.46000000,3852.46000000,3843.21000000,3843.78000000,20856893
6/6/2024,07:00:00,3843.77000000,3851.03000000,3843.00000000,3849.03000000,13760764
6/6/2024,07:15:00,3849.02000000,3851.46000000,3846.08000000,3850.00000000,10495376
6/6/2024,07:30:00,3850.00000000,3852.20000000,3845.00000000,3845.01000000,11598326
6/6/2024,07:45:00,3845.00000000,3850.00000000,3845.00000000,3848.78000000,8328252
6/6/2024,08:00:00,3848.77000000,3858.10000000,3846.00000000,3854.43000000,14770390
6/6/2024,08:15:00,3854.43000000,3855.72000000,3846.06000000,3846.07000000,7671353
6/6/2024,08:30:00,3846.06000000,3852.78000000,3845.02000000,3852.58000000,8619434
6/6/2024,08:45:00,3852.58000000,3852.99000000,3846.68000000,3849.42000000,5583623
6/6/2024,09:00:00,3849.41000000,3851.01000000,3845.50000000,3848.76000000,6187391
6/6/2024,09:15:00,3848.76000000,3857.17000000,3848.59000000,3855.37000000,10235423
6/6/2024,09:30:00,3855.37000000,3855.77000000,3850.00000000,3855.57000000,5663020
6/6/2024,09:45:00,3855.56000000,3855.56000000,3850.11000000,3851.18000000,5156111
6/6/2024,10:00:00,3851.18000000,3854.78000000,3848.03000000,3853.39000000,5182153
6/6/2024,10:15:00,3853.38000000,3854.99000000,3849.00000000,3850.26000000,4315872
6/6/2024,10:30:00,3850.25000000,3853.33000000,3849.32000000,3851.73000000,5077492
6/6/2024,10:45:00,3851.72000000,3854.92000000,3850.00000000,3851.52000000,4801645
6/6/2024,11:00:00,3851.52000000,3855.22000000,3850.00000000,3853.76000000,6126738
6/6/2024,11:15:00,3853.75000000,3859.93000000,3850.07000000,3850.36000000,13951347
6/6/2024,11:30:00,3850.36000000,3855.37000000,3848.00000000,3854.60000000,10189686
6/6/2024,11:45:00,3854.59000000,3857.00000000,3852.52000000,3856.28000000,8453513
6/6/2024,12:00:00,3856.27000000,3856.27000000,3848.28000000,3852.74000000,11493248
6/6/2024,12:15:00,3852.73000000,3855.19000000,3849.46000000,3853.31000000,10355896
6/6/2024,12:30:00,3853.30000000,3863.94000000,3853.17000000,3862.74000000,22366818
6/6/2024,12:45:00,3862.74000000,3869.86000000,3847.76000000,3852.00000000,39973953
6/6/2024,13:00:00,3851.99000000,3852.22000000,3843.00000000,3848.00000000,26033204
6/6/2024,13:15:00,3848.01000000,3850.39000000,3817.72000000,3841.25000000,90507590
6/6/2024,13:30:00,3841.25000000,3842.72000000,3833.71000000,3841.31000000,21768895
6/6/2024,13:45:00,3841.32000000,3854.99000000,3835.63000000,3853.99000000,36679071
6/6/2024,14:00:00,3853.99000000,3854.80000000,3837.14000000,3837.20000000,25167544
6/6/2024,14:15:00,3837.20000000,3842.05000000,3830.00000000,3839.81000000,25556881
6/6/2024,14:30:00,3839.80000000,3843.37000000,3831.14000000,3842.90000000,15898082
6/6/2024,14:45:00,3842.89000000,3847.99000000,3840.25000000,3845.32000000,10898580
6/6/2024,15:00:00,3845.31000000,3849.75000000,3840.57000000,3847.00000000,14875987
6/6/2024,15:15:00,3846.99000000,3848.30000000,3841.65000000,3842.40000000,8429874
6/6/2024,15:30:00,3842.38000000,3846.62000000,3839.38000000,3841.48000000,15866073
6/6/2024,15:45:00,3841.47000000,3849.88000000,3840.00000000,3847.94000000,15286201
6/6/2024,16:00:00,3847.93000000,3849.50000000,3842.19000000,3847.10000000,13114523
6/6/2024,16:15:00,3847.10000000,3857.00000000,3845.13000000,3849.47000000,31887499
6/6/2024,16:30:00,3849.48000000,3855.85000000,3845.14000000,3851.20000000,13810078
6/6/2024,16:45:00,3851.19000000,3851.19000000,3825.00000000,3830.30000000,61148356
6/6/2024,17:00:00,3830.29000000,3838.01000000,3828.15000000,3832.88000000,16770052
6/6/2024,17:15:00,3832.89000000,3833.38000000,3819.40000000,3828.66000000,33985824
6/6/2024,17:30:00,3828.66000000,3840.00000000,3826.41000000,3838.65000000,17231927
6/6/2024,17:45:00,3838.65000000,3838.66000000,3831.19000000,3831.43000000,5323302
6/6/2024,18:00:00,3831.42000000,3836.46000000,3830.01000000,3836.09000000,7594841
6/6/2024,18:15:00,3836.09000000,3842.81000000,3828.87000000,3834.59000000,18911204
6/6/2024,18:30:00,3834.44000000,3835.26000000,3830.00000000,3834.76000000,7672819
6/6/2024,18:45:00,3834.76000000,3836.82000000,3831.17000000,3834.40000000,7379635
6/6/2024,19:00:00,3834.40000000,3839.20000000,3834.40000000,3835.32000000,7751365
6/6/2024,19:15:00,3835.32000000,3835.34000000,3822.54000000,3822.78000000,22073873
6/6/2024,19:30:00,3822.77000000,3826.94000000,3819.09000000,3822.86000000,13120066
6/6/2024,19:45:00,3822.86000000,3822.86000000,3793.22000000,3805.66000000,88764081
6/6/2024,20:00:00,3805.67000000,3805.77000000,3790.00000000,3793.50000000,42862589
6/6/2024,20:15:00,3793.50000000,3793.50000000,3760.00000000,3782.81000000,150441021
6/6/2024,20:30:00,3782.81000000,3796.07000000,3782.81000000,3793.08000000,23823780
6/6/2024,20:45:00,3793.08000000,3800.00000000,3792.13000000,3794.67000000,14539071
6/6/2024,21:00:00,3794.67000000,3806.13000000,3793.30000000,3803.10000000,18987886
6/6/2024,21:15:00,3803.10000000,3805.00000000,3795.82000000,3798.00000000,12306256
6/6/2024,21:30:00,3798.00000000,3807.02000000,3798.00000000,3798.51000000,9405229
6/6/2024,21:45:00,3798.52000000,3806.00000000,3797.79000000,3801.71000000,6648356
6/6/2024,22:00:00,3801.71000000,3807.07000000,3801.30000000,3803.72000000,5277414
6/6/2024,22:15:00,3803.73000000,3810.97000000,3801.89000000,3808.22000000,12582433
6/6/2024,22:30:00,3808.21000000,3810.44000000,3805.00000000,3809.39000000,4486715
6/6/2024,22:45:00,3809.40000000,3813.00000000,3806.78000000,3811.20000000,6325550
6/6/2024,23:00:00,3811.21000000,3817.48000000,3807.81000000,3814.80000000,13095296
6/6/2024,23:15:00,3814.80000000,3817.78000000,3811.21000000,3813.00000000,9328898
6/6/2024,23:30:00,3813.00000000,3815.00000000,3810.00000000,3812.77000000,7568776
6/6/2024,23:45:00,3812.78000000,3817.80000000,3812.00000000,3816.88000000,6738166
6/7/2024,00:00:00,3816.89000000,3817.93000000,3815.00000000,3815.76000000,4844999
6/7/2024,00:15:00,3815.77000000,3816.45000000,3810.14000000,3810.59000000,10490837
6/7/2024,00:30:00,3810.59000000,3815.00000000,3809.40000000,3812.03000000,10088564
6/7/2024,00:45:00,3812.03000000,3815.00000000,3808.47000000,3808.69000000,9516056
6/7/2024,01:00:00,3808.68000000,3812.81000000,3808.52000000,3811.13000000,5114640
6/7/2024,01:15:00,3811.14000000,3812.00000000,3808.53000000,3810.00000000,3773704
6/7/2024,01:30:00,3810.00000000,3810.36000000,3803.40000000,3806.33000000,6483593
6/7/2024,01:45:00,3806.32000000,3808.84000000,3800.96000000,3808.33000000,7886469
6/7/2024,02:00:00,3808.33000000,3813.01000000,3808.00000000,3808.01000000,7011274
6/7/2024,02:15:00,3808.00000000,3810.40000000,3803.63000000,3804.05000000,8519542
6/7/2024,02:30:00,3804.05000000,3806.63000000,3801.00000000,3803.66000000,10598318
6/7/2024,02:45:00,3803.67000000,3804.95000000,3793.10000000,3799.69000000,16815297
6/7/2024,03:00:00,3799.70000000,3803.50000000,3796.54000000,3803.33000000,6215855
6/7/2024,03:15:00,3803.33000000,3805.00000000,3794.72000000,3800.74000000,9968194
6/7/2024,03:30:00,3800.73000000,3806.80000000,3797.18000000,3806.68000000,13253748
6/7/2024,03:45:00,3806.70000000,3809.96000000,3805.97000000,3805.98000000,7091711
6/7/2024,04:00:00,3805.97000000,3810.40000000,3805.97000000,3808.66000000,5301007
6/7/2024,04:15:00,3808.66000000,3818.00000000,3807.94000000,3817.22000000,15961593
6/7/2024,04:30:00,3817.22000000,3820.88000000,3813.73000000,3819.55000000,13191473
6/7/2024,04:45:00,3819.55000000,3822.53000000,3813.95000000,3814.71000000,10406311
6/7/2024,05:00:00,3814.71000000,3821.52000000,3813.94000000,3818.07000000,7848688
6/7/2024,05:15:00,3818.08000000,3820.30000000,3816.60000000,3817.72000000,6049493
6/7/2024,05:30:00,3817.67000000,3822.60000000,3816.49000000,3821.11000000,7838852
6/7/2024,05:45:00,3821.11000000,3825.00000000,3818.09000000,3824.62000000,8222411
6/7/2024,06:00:00,3824.62000000,3828.32000000,3820.06000000,3820.52000000,13895833
6/7/2024,06:15:00,3820.52000000,3823.58000000,3816.00000000,3816.25000000,7720366
6/7/2024,06:30:00,3816.24000000,3819.38000000,3815.92000000,3817.61000000,4653976
6/7/2024,06:45:00,3817.62000000,3820.00000000,3815.79000000,3815.79000000,5598682
6/7/2024,07:00:00,3815.80000000,3820.38000000,3815.07000000,3819.37000000,4997037
6/7/2024,07:15:00,3819.36000000,3821.32000000,3817.00000000,3820.83000000,4462575
6/7/2024,07:30:00,3820.83000000,3826.96000000,3819.79000000,3823.54000000,7712813
6/7/2024,07:45:00,3823.53000000,3824.45000000,3818.85000000,3820.36000000,6227676
6/7/2024,08:00:00,3820.36000000,3820.68000000,3817.19000000,3819.25000000,7870707
6/7/2024,08:15:00,3819.25000000,3819.93000000,3812.00000000,3814.12000000,13088284
6/7/2024,08:30:00,3814.11000000,3818.00000000,3810.59000000,3817.30000000,9814135
6/7/2024,08:45:00,3817.30000000,3817.40000000,3813.30000000,3815.35000000,5207836
6/7/2024,09:00:00,3815.35000000,3816.66000000,3813.19000000,3814.11000000,3339711
6/7/2024,09:15:00,3814.11000000,3815.92000000,3809.56000000,3813.01000000,7190318
6/7/2024,09:30:00,3813.01000000,3815.77000000,3810.00000000,3815.50000000,4841632
6/7/2024,09:45:00,3815.50000000,3816.63000000,3812.00000000,3815.90000000,4140279
6/7/2024,10:00:00,3815.89000000,3815.90000000,3810.43000000,3814.60000000,9354261
6/7/2024,10:15:00,3814.59000000,3815.56000000,3811.40000000,3815.17000000,7641321
6/7/2024,10:30:00,3815.17000000,3816.00000000,3808.30000000,3808.99000000,9889766
6/7/2024,10:45:00,3808.99000000,3812.66000000,3803.51000000,3811.98000000,15254554
6/7/2024,11:00:00,3811.98000000,3816.49000000,3809.99000000,3813.23000000,8405207
6/7/2024,11:15:00,3813.22000000,3817.02000000,3810.16000000,3812.32000000,12906466
6/7/2024,11:30:00,3812.32000000,3818.88000000,3810.50000000,3814.91000000,7752063
6/7/2024,11:45:00,3814.91000000,3831.45000000,3814.54000000,3827.20000000,28872847
6/7/2024,12:00:00,3827.19000000,3843.89000000,3827.19000000,3838.30000000,44849262
6/7/2024,12:15:00,3838.30000000,3844.32000000,3829.43000000,3837.55000000,41551585
6/7/2024,12:30:00,3837.55000000,3842.32000000,3822.43000000,3839.41000000,45842602
6/7/2024,12:45:00,3839.41000000,3842.50000000,3774.30000000,3795.37000000,252802828
6/7/2024,13:00:00,3795.37000000,3820.00000000,3788.25000000,3810.39000000,72750888
6/7/2024,13:15:00,3810.38000000,3813.00000000,3798.41000000,3801.32000000,27511769
6/7/2024,13:30:00,3801.32000000,3813.00000000,3797.90000000,3811.68000000,20165305
6/7/2024,13:45:00,3811.68000000,3817.88000000,3803.19000000,3817.39000000,20741058
6/7/2024,14:00:00,3817.39000000,3823.54000000,3814.67000000,3817.28000000,25795760
6/7/2024,14:15:00,3817.28000000,3820.00000000,3813.61000000,3819.74000000,15740678
6/7/2024,14:30:00,3819.73000000,3820.14000000,3811.36000000,3818.78000000,15643328
6/7/2024,14:45:00,3818.78000000,3826.74000000,3813.54000000,3826.09000000,16397583
6/7/2024,15:00:00,3826.08000000,3832.73000000,3823.00000000,3825.00000000,21186548
6/7/2024,15:15:00,3825.00000000,3825.46000000,3817.19000000,3820.09000000,14465344
6/7/2024,15:30:00,3820.08000000,3821.29000000,3801.88000000,3806.76000000,30152015
6/7/2024,15:45:00,3806.76000000,3808.64000000,3795.00000000,3797.73000000,25138327
6/7/2024,16:00:00,3797.73000000,3804.07000000,3793.70000000,3802.96000000,22153877
6/7/2024,16:15:00,3802.96000000,3803.40000000,3793.89000000,3796.75000000,18917004
6/7/2024,16:30:00,3796.75000000,3808.85000000,3794.41000000,3806.84000000,13611491
6/7/2024,16:45:00,3806.84000000,3810.88000000,3796.71000000,3797.29000000,20264788
6/7/2024,17:00:00,3797.30000000,3797.30000000,3780.10000000,3786.97000000,35468704
6/7/2024,17:15:00,3786.98000000,3787.31000000,3772.83000000,3777.00000000,41794034
6/7/2024,17:30:00,3777.00000000,3777.18000000,3764.80000000,3774.57000000,48232482
6/7/2024,17:45:00,3774.58000000,3782.73000000,3767.26000000,3771.47000000,32811016
6/7/2024,18:00:00,3771.47000000,3775.20000000,3725.01000000,3725.33000000,102593218
6/7/2024,18:15:00,3725.32000000,3732.21000000,3555.02000000,3614.11000000,503046227
6/7/2024,18:30:00,3614.11000000,3684.87000000,3613.11000000,3669.19000000,184441935
6/7/2024,18:45:00,3669.18000000,3679.81000000,3663.91000000,3675.57000000,66438633
6/7/2024,19:00:00,3675.57000000,3691.98000000,3672.60000000,3681.01000000,53126261
6/7/2024,19:15:00,3681.00000000,3681.01000000,3657.53000000,3678.86000000,51280352
6/7/2024,19:30:00,3678.85000000,3697.78000000,3670.00000000,3695.26000000,43164312
6/7/2024,19:45:00,3695.26000000,3706.64000000,3692.40000000,3706.60000000,33480400
6/7/2024,20:00:00,3706.59000000,3706.60000000,3687.51000000,3689.08000000,31598984
6/7/2024,20:15:00,3688.89000000,3689.32000000,3670.83000000,3677.00000000,43426418
6/7/2024,20:30:00,3677.00000000,3684.55000000,3673.60000000,3677.23000000,24308159
6/7/2024,20:45:00,3677.23000000,3687.21000000,3674.45000000,3686.83000000,11553096
6/7/2024,21:00:00,3686.83000000,3696.39000000,3680.58000000,3693.16000000,16222842
6/7/2024,21:15:00,3693.16000000,3694.75000000,3686.47000000,3692.89000000,10426785
6/7/2024,21:30:00,3692.89000000,3700.00000000,3689.14000000,3699.98000000,11475274
6/7/2024,21:45:00,3699.98000000,3700.00000000,3689.46000000,3692.17000000,9716178
6/7/2024,22:00:00,3692.18000000,3697.00000000,3688.86000000,3694.79000000,6133152
6/7/2024,22:15:00,3694.80000000,3695.71000000,3689.36000000,3689.87000000,7645778
6/7/2024,22:30:00,3689.88000000,3695.00000000,3687.29000000,3690.87000000,5760218
6/7/2024,22:45:00,3690.87000000,3691.06000000,3687.72000000,3689.80000000,4842009
6/7/2024,23:00:00,3689.80000000,3702.41000000,3687.90000000,3696.61000000,18729045
6/7/2024,23:15:00,3696.61000000,3697.44000000,3690.33000000,3691.55000000,6792328
6/7/2024,23:30:00,3691.54000000,3693.85000000,3680.00000000,3683.87000000,14836988
6/7/2024,23:45:00,3683.87000000,3685.89000000,3681.72000000,3681.99000000,7674350
6/8/2024,00:00:00,3682.00000000,3683.08000000,3679.51000000,3679.82000000,6411592
6/8/2024,00:15:00,3679.82000000,3682.80000000,3675.00000000,3681.29000000,15043407
6/8/2024,00:30:00,3681.29000000,3687.48000000,3680.51000000,3687.48000000,7861847
6/8/2024,00:45:00,3687.47000000,3691.85000000,3685.43000000,3691.72000000,6812367
6/8/2024,01:00:00,3691.72000000,3691.98000000,3686.07000000,3687.00000000,9916645
6/8/2024,01:15:00,3687.00000000,3691.71000000,3680.96000000,3681.90000000,9804859
6/8/2024,01:30:00,3681.90000000,3689.81000000,3679.62000000,3688.77000000,5179871
6/8/2024,01:45:00,3688.77000000,3693.76000000,3688.76000000,3690.11000000,8140633
6/8/2024,02:00:00,3690.10000000,3693.68000000,3689.41000000,3691.99000000,4807922
6/8/2024,02:15:00,3691.99000000,3692.00000000,3689.12000000,3691.72000000,4201408
6/8/2024,02:30:00,3691.73000000,3692.00000000,3687.01000000,3688.08000000,3986097
6/8/2024,02:45:00,3688.08000000,3688.58000000,3686.97000000,3687.94000000,3968635
6/8/2024,03:00:00,3687.95000000,3689.39000000,3687.23000000,3689.28000000,2706556
6/8/2024,03:15:00,3689.27000000,3689.88000000,3687.30000000,3689.23000000,3000115
6/8/2024,03:30:00,3689.23000000,3690.95000000,3686.43000000,3689.04000000,5725522
6/8/2024,03:45:00,3689.04000000,3691.89000000,3689.03000000,3691.59000000,3171438
6/8/2024,04:00:00,3691.60000000,3691.73000000,3690.00000000,3690.84000000,4095873
6/8/2024,04:15:00,3690.85000000,3691.28000000,3689.10000000,3689.40000000,5952368
6/8/2024,04:30:00,3689.40000000,3690.60000000,3685.26000000,3685.27000000,7943739
6/8/2024,04:45:00,3685.27000000,3688.16000000,3682.50000000,3686.71000000,6095852
6/8/2024,05:00:00,3686.71000000,3687.90000000,3680.79000000,3682.30000000,8852237
6/8/2024,05:15:00,3682.30000000,3682.30000000,3678.35000000,3681.48000000,9443161
6/8/2024,05:30:00,3681.48000000,3686.43000000,3680.43000000,3686.39000000,5784183
6/8/2024,05:45:00,3686.39000000,3686.65000000,3680.50000000,3681.64000000,4704603
6/8/2024,06:00:00,3681.64000000,3685.00000000,3681.64000000,3681.72000000,3202188
6/8/2024,06:15:00,3681.72000000,3684.17000000,3680.50000000,3684.17000000,3327092
6/8/2024,06:30:00,3684.17000000,3687.00000000,3682.34000000,3685.91000000,4499263
6/8/2024,06:45:00,3685.90000000,3689.40000000,3684.44000000,3686.57000000,5663777
6/8/2024,07:00:00,3686.57000000,3688.64000000,3685.13000000,3686.62000000,4154364
6/8/2024,07:15:00,3686.62000000,3693.03000000,3686.61000000,3692.11000000,13333655
6/8/2024,07:30:00,3692.10000000,3704.65000000,3692.10000000,3702.46000000,20559045
6/8/2024,07:45:00,3702.47000000,3710.00000000,3700.21000000,3709.97000000,20825041
6/8/2024,08:00:00,3709.97000000,3711.28000000,3705.88000000,3710.26000000,14475333
6/8/2024,08:15:00,3710.26000000,3710.67000000,3700.99000000,3704.71000000,11913438
6/8/2024,08:30:00,3704.71000000,3704.72000000,3698.47000000,3698.47000000,6366578
6/8/2024,08:45:00,3698.47000000,3700.74000000,3693.87000000,3694.72000000,8019817
6/8/2024,09:00:00,3694.72000000,3699.57000000,3694.49000000,3696.96000000,4657412
6/8/2024,09:15:00,3696.95000000,3700.00000000,3693.71000000,3698.78000000,5431651
6/8/2024,09:30:00,3698.78000000,3700.16000000,3694.12000000,3694.13000000,4539148
6/8/2024,09:45:00,3694.13000000,3696.29000000,3692.90000000,3696.04000000,6780362
6/8/2024,10:00:00,3696.04000000,3698.33000000,3692.77000000,3694.28000000,4480426
6/8/2024,10:15:00,3694.28000000,3696.80000000,3690.59000000,3692.37000000,6132116
6/8/2024,10:30:00,3692.36000000,3693.00000000,3682.06000000,3685.91000000,16745100
6/8/2024,10:45:00,3685.91000000,3693.01000000,3683.32000000,3687.17000000,14466650
6/8/2024,11:00:00,3687.17000000,3697.49000000,3687.16000000,3696.12000000,11485041
6/8/2024,11:15:00,3696.12000000,3698.63000000,3692.50000000,3694.73000000,5632202
6/8/2024,11:30:00,3694.74000000,3696.61000000,3690.13000000,3692.86000000,6308934
6/8/2024,11:45:00,3692.86000000,3695.55000000,3684.00000000,3684.01000000,10955029
6/8/2024,12:00:00,3684.01000000,3690.01000000,3680.20000000,3684.55000000,20380098
6/8/2024,12:15:00,3684.55000000,3688.84000000,3678.27000000,3686.83000000,18871596
6/8/2024,12:30:00,3686.82000000,3690.60000000,3683.36000000,3685.44000000,8754084
6/8/2024,12:45:00,3685.44000000,3688.15000000,3679.32000000,3681.78000000,7582481
6/8/2024,13:00:00,3681.77000000,3687.00000000,3681.76000000,3684.20000000,5171930
6/8/2024,13:15:00,3684.20000000,3685.58000000,3678.91000000,3681.01000000,8378408
6/8/2024,13:30:00,3681.00000000,3683.14000000,3672.25000000,3673.11000000,26813834
6/8/2024,13:45:00,3673.12000000,3685.70000000,3659.00000000,3685.18000000,37715721
6/8/2024,14:00:00,3685.19000000,3689.00000000,3682.25000000,3688.84000000,18679987
6/8/2024,14:15:00,3688.83000000,3690.40000000,3685.06000000,3689.87000000,10327345
6/8/2024,14:30:00,3689.88000000,3689.88000000,3683.17000000,3685.00000000,6403062
6/8/2024,14:45:00,3685.00000000,3694.95000000,3684.42000000,3692.96000000,20967651
6/8/2024,15:00:00,3692.97000000,3698.65000000,3692.10000000,3697.86000000,15752582
6/8/2024,15:15:00,3697.86000000,3699.20000000,3691.90000000,3694.80000000,10735437
6/8/2024,15:30:00,3694.80000000,3697.00000000,3691.08000000,3693.95000000,6322409
6/8/2024,15:45:00,3693.94000000,3696.72000000,3692.69000000,3693.89000000,4228034
6/8/2024,16:00:00,3693.89000000,3697.05000000,3688.75000000,3689.33000000,10692524
6/8/2024,16:15:00,3689.33000000,3694.08000000,3687.69000000,3687.79000000,6760239
6/8/2024,16:30:00,3687.79000000,3687.86000000,3680.81000000,3684.33000000,15870092
6/8/2024,16:45:00,3684.33000000,3688.74000000,3682.82000000,3685.49000000,5453670
6/8/2024,17:00:00,3685.49000000,3686.04000000,3679.73000000,3684.33000000,9044547
6/8/2024,17:15:00,3684.33000000,3689.00000000,3683.36000000,3687.33000000,4552278
6/8/2024,17:30:00,3687.34000000,3689.94000000,3681.34000000,3683.22000000,8768941
6/8/2024,17:45:00,3683.22000000,3687.60000000,3672.70000000,3686.67000000,11822903
6/8/2024,18:00:00,3686.66000000,3689.27000000,3685.20000000,3689.26000000,4710445
6/8/2024,18:15:00,3689.27000000,3696.18000000,3688.01000000,3696.01000000,7892353
